Date,Closing Price
2014년 10월 02일,91.01
2014년 10월 01일,90.73
2014년 09월 30일,91.16
2014년 09월 29일,94.57
2014년 09월 26일,93.54
2014년 09월 25일,92.53
2014년 09월 24일,92.8
2014년 09월 23일,91.56
2014년 09월 22일,91.52
2014년 09월 19일,92.41
2014년 09월 18일,93.07
2014년 09월 17일,94.42
2014년 09월 16일,94.88
2014년 09월 15일,92.92
2014년 09월 12일,92.27
2014년 09월 11일,92.83
2014년 09월 10일,91.67
2014년 09월 09일,92.75
2014년 09월 08일,92.66
2014년 09월 05일,93.29
2014년 09월 04일,94.45
2014년 09월 03일,95.54
2014년 09월 02일,92.88
2014년 09월 01일,95.83
2014년 08월 29일,95.96
2014년 08월 28일,94.55
2014년 08월 27일,93.88
2014년 08월 26일,93.86
2014년 08월 25일,93.35
2014년 08월 22일,93.65
2014년 08월 21일,93.96
2014년 08월 20일,96.07
2014년 08월 19일,94.48
2014년 08월 18일,96.41
2014년 08월 15일,97.35
2014년 08월 14일,95.58
2014년 08월 13일,97.59
2014년 08월 12일,97.37
2014년 08월 11일,98.08
2014년 08월 08일,97.65
2014년 08월 07일,97.34
2014년 08월 06일,96.92
2014년 08월 05일,97.38
2014년 08월 04일,98.29
2014년 08월 01일,97.88
2014년 07월 31일,98.17
2014년 07월 30일,100.27
2014년 07월 29일,100.97
2014년 07월 28일,101.67
2014년 07월 25일,102.09
2014년 07월 24일,102.07
2014년 07월 23일,103.12
2014년 07월 22일,104.42
2014년 07월 21일,104.59
2014년 07월 18일,103.13
2014년 07월 17일,103.19
2014년 07월 16일,101.2
2014년 07월 15일,99.96
2014년 07월 14일,100.91
2014년 07월 11일,100.83
2014년 07월 10일,102.93
2014년 07월 09일,102.29
2014년 07월 08일,103.4
2014년 07월 07일,103.53
2014년 07월 04일,103.76
2014년 07월 03일,104.06
2014년 07월 02일,104.48
2014년 07월 01일,105.34
2014년 06월 30일,105.37
2014년 06월 27일,105.74
2014년 06월 26일,105.84
2014년 06월 25일,106.5
2014년 06월 24일,106.03
2014년 06월 23일,106.17
2014년 06월 20일,107.26
2014년 06월 19일,106.43
2014년 06월 18일,105.97
2014년 06월 17일,106.36
2014년 06월 16일,106.9
2014년 06월 13일,106.91
2014년 06월 12일,106.53
2014년 06월 11일,104.4
2014년 06월 10일,104.35
2014년 06월 09일,104.41
2014년 06월 06일,102.66
2014년 06월 05일,102.48
2014년 06월 04일,102.64
2014년 06월 03일,102.66
2014년 06월 02일,102.47
2014년 05월 30일,102.71
2014년 05월 29일,103.58
2014년 05월 28일,102.72
2014년 05월 27일,104.11
2014년 05월 26일,104.28
2014년 05월 23일,104.35
2014년 05월 22일,103.74
2014년 05월 21일,104.07
2014년 05월 20일,102.44
2014년 05월 19일,102.61
2014년 05월 16일,102.02
2014년 05월 15일,101.5
2014년 05월 14일,102.37
2014년 05월 13일,101.7
2014년 05월 12일,100.59
2014년 05월 09일,99.99
2014년 05월 08일,100.26
2014년 05월 07일,100.77
2014년 05월 06일,99.5
2014년 05월 05일,99.48
2014년 05월 02일,99.76
2014년 05월 01일,99.42
2014년 04월 30일,99.74
2014년 04월 29일,101.28
2014년 04월 28일,100.84
2014년 04월 25일,100.6
2014년 04월 24일,101.94
2014년 04월 23일,101.44
2014년 04월 22일,102.13
2014년 04월 21일,104.37
2014년 04월 17일,104.3
2014년 04월 16일,103.76
2014년 04월 15일,103.75
2014년 04월 14일,104.05
2014년 04월 11일,103.74
2014년 04월 10일,103.4
2014년 04월 09일,103.6
2014년 04월 08일,102.56
2014년 04월 07일,100.44
2014년 04월 04일,101.14
2014년 04월 03일,100.29
2014년 04월 02일,99.62
2014년 04월 01일,99.74
2014년 03월 31일,101.58
2014년 03월 28일,101.67
2014년 03월 27일,101.28
2014년 03월 26일,100.26
2014년 03월 25일,99.19
2014년 03월 24일,99.6
2014년 03월 21일,99.46
2014년 03월 20일,99.43
2014년 03월 19일,100.37
2014년 03월 18일,99.7
2014년 03월 17일,98.08
2014년 03월 14일,98.89
2014년 03월 13일,98.2
2014년 03월 12일,97.99
2014년 03월 11일,100.03
2014년 03월 10일,101.12
2014년 03월 07일,102.58
2014년 03월 06일,101.56
2014년 03월 05일,101.45
2014년 03월 04일,103.33
2014년 03월 03일,104.92
2014년 02월 28일,102.59
2014년 02월 27일,102.4
2014년 02월 26일,102.59
2014년 02월 25일,101.83
2014년 02월 24일,102.82
2014년 02월 21일,102.2
2014년 02월 20일,102.92
2014년 02월 19일,103.31
2014년 02월 18일,102.43
2014년 02월 17일,100.58
2014년 02월 14일,100.3
2014년 02월 13일,100.35
2014년 02월 12일,100.37
2014년 02월 11일,99.94
2014년 02월 10일,100.06
2014년 02월 07일,99.88
2014년 02월 06일,97.84
2014년 02월 05일,97.38
2014년 02월 04일,97.19
2014년 02월 03일,96.43
2014년 01월 31일,97.49
2014년 01월 30일,98.23
2014년 01월 29일,97.36
2014년 01월 28일,97.41
2014년 01월 27일,95.72
2014년 01월 24일,96.64
2014년 01월 23일,97.32
2014년 01월 22일,96.73
2014년 01월 21일,94.99
2014년 01월 20일,93.93
2014년 01월 17일,94.37
2014년 01월 16일,93.96
2014년 01월 15일,94.17
2014년 01월 14일,92.59
2014년 01월 13일,91.8
2014년 01월 10일,92.72
2014년 01월 09일,91.66
2014년 01월 08일,92.33
2014년 01월 07일,93.67
2014년 01월 06일,93.43
2014년 01월 03일,93.96
2014년 01월 02일,95.44
2014년 01월 01일,98.7
2013년 12월 31일,98.42
2013년 12월 30일,99.29
2013년 12월 27일,100.32
2013년 12월 26일,99.55
2013년 12월 24일,99.22
2013년 12월 23일,98.91
2013년 12월 20일,99.32
2013년 12월 19일,98.77
2013년 12월 18일,97.8
2013년 12월 17일,97.22
2013년 12월 16일,97.48
2013년 12월 13일,96.6
2013년 12월 12일,97.5
2013년 12월 11일,97.44
2013년 12월 10일,98.51
2013년 12월 09일,97.34
2013년 12월 06일,97.65
2013년 12월 05일,97.38
2013년 12월 04일,97.2
2013년 12월 03일,96.04
2013년 12월 02일,93.82
2013년 11월 29일,92.72
2013년 11월 28일,92.28
2013년 11월 27일,92.3
2013년 11월 26일,93.68
2013년 11월 25일,94.09
2013년 11월 22일,94.84
2013년 11월 21일,95.44
2013년 11월 20일,93.33
2013년 11월 19일,93.34
2013년 11월 18일,93.03
2013년 11월 15일,93.84
2013년 11월 14일,93.76
2013년 11월 13일,93.88
2013년 11월 12일,93.04
2013년 11월 11일,95.14
2013년 11월 08일,94.6
2013년 11월 07일,94.2
2013년 11월 06일,94.8
2013년 11월 05일,93.37
2013년 11월 04일,94.62
2013년 11월 01일,94.61
2013년 10월 31일,96.38
2013년 10월 30일,96.77
2013년 10월 29일,98.2
2013년 10월 28일,98.68
2013년 10월 25일,97.85
2013년 10월 24일,97.11
2013년 10월 23일,96.86
2013년 10월 22일,97.8
2013년 10월 21일,99.22
2013년 10월 18일,100.81
2013년 10월 17일,100.67
2013년 10월 16일,102.29
2013년 10월 15일,101.21
2013년 10월 14일,102.41
2013년 10월 11일,102.02
2013년 10월 10일,103.01
2013년 10월 09일,101.61
2013년 10월 08일,103.49
2013년 10월 07일,103.03
2013년 10월 04일,103.84
2013년 10월 03일,103.31
2013년 10월 02일,104.1
2013년 10월 01일,102.04
2013년 09월 30일,102.33
2013년 09월 27일,102.87
2013년 09월 26일,103.03
2013년 09월 25일,102.66
2013년 09월 24일,103.13
2013년 09월 23일,103.59
2013년 09월 20일,104.68
2013년 09월 19일,106.39
2013년 09월 18일,108.07
2013년 09월 17일,105.42
2013년 09월 16일,106.59
2013년 09월 13일,108.21
2013년 09월 12일,108.6
2013년 09월 11일,107.56
2013년 09월 10일,107.39
2013년 09월 09일,109.52
2013년 09월 06일,110.53
2013년 09월 05일,108.37
2013년 09월 04일,107.23
2013년 09월 03일,108.54
2013년 09월 02일,106.75
2013년 08월 30일,107.65
2013년 08월 29일,108.8
2013년 08월 28일,110.1
2013년 08월 27일,109.01
2013년 08월 26일,105.92
2013년 08월 23일,106.42
2013년 08월 22일,105.03
2013년 08월 21일,103.85
2013년 08월 20일,104.96
2013년 08월 19일,107.1
2013년 08월 16일,107.46
2013년 08월 15일,107.33
2013년 08월 14일,106.85
2013년 08월 13일,106.83
2013년 08월 12일,106.11
2013년 08월 09일,105.97
2013년 08월 08일,103.4
2013년 08월 07일,104.37
2013년 08월 06일,105.3
2013년 08월 05일,106.56
2013년 08월 02일,106.94
2013년 08월 01일,107.89
2013년 07월 31일,105.03
2013년 07월 30일,103.08
2013년 07월 29일,104.55
2013년 07월 26일,104.7
2013년 07월 25일,105.49
2013년 07월 24일,105.39
2013년 07월 23일,107.23
2013년 07월 22일,106.91
2013년 07월 19일,108.05
2013년 07월 18일,108.04
2013년 07월 17일,106.48
2013년 07월 16일,106
2013년 07월 15일,106.32
2013년 07월 12일,105.95
2013년 07월 11일,104.91
2013년 07월 10일,106.52
2013년 07월 09일,103.53
2013년 07월 08일,103.14
2013년 07월 05일,103.22
2013년 07월 04일,101.4
2013년 07월 03일,101.24
2013년 07월 02일,99.6
2013년 07월 01일,97.99
2013년 06월 28일,96.56
2013년 06월 27일,97.05
2013년 06월 26일,95.5
2013년 06월 25일,95.32
2013년 06월 24일,95.18
2013년 06월 21일,93.69
2013년 06월 20일,95.4
2013년 06월 19일,98.24
2013년 06월 18일,98.44
2013년 06월 17일,97.77
2013년 06월 14일,97.85
2013년 06월 13일,96.69
2013년 06월 12일,95.88
2013년 06월 11일,95.38
2013년 06월 10일,95.77
2013년 06월 07일,96.03
2013년 06월 06일,94.76
2013년 06월 05일,93.74
2013년 06월 04일,93.31
2013년 06월 03일,93.45
2013년 05월 31일,91.97
2013년 05월 30일,93.61
2013년 05월 29일,93.13
2013년 05월 28일,95.01
2013년 05월 27일,93.83
2013년 05월 24일,94.15
2013년 05월 23일,94.25
2013년 05월 22일,94.28
2013년 05월 21일,96.16
2013년 05월 20일,96.71
2013년 05월 17일,96.02
2013년 05월 16일,95.16
2013년 05월 15일,94.3
2013년 05월 14일,94.21
2013년 05월 13일,95.17
2013년 05월 10일,96.04
2013년 05월 09일,96.39
2013년 05월 08일,96.62
2013년 05월 07일,95.62
2013년 05월 06일,96.16
2013년 05월 03일,95.61
2013년 05월 02일,93.99
2013년 05월 01일,91.03
2013년 04월 30일,93.46
2013년 04월 29일,94.5
2013년 04월 26일,93
2013년 04월 25일,93.64
2013년 04월 24일,91.43
2013년 04월 23일,89.18
2013년 04월 22일,88.76
2013년 04월 19일,88.01
2013년 04월 18일,87.73
2013년 04월 17일,86.68
2013년 04월 16일,88.72
2013년 04월 15일,88.71
2013년 04월 12일,91.29
2013년 04월 11일,93.51
2013년 04월 10일,94.64
2013년 04월 09일,94.2
2013년 04월 08일,93.36
2013년 04월 05일,92.7
2013년 04월 04일,93.26
2013년 04월 03일,94.45
2013년 04월 02일,97.19
2013년 04월 01일,97.07
2013년 03월 28일,97.23
2013년 03월 27일,96.58
2013년 03월 26일,96.34
2013년 03월 25일,94.81
2013년 03월 22일,93.71
2013년 03월 21일,92.45
2013년 03월 20일,92.96
2013년 03월 19일,92.16
2013년 03월 18일,93.74
2013년 03월 15일,93.45
2013년 03월 14일,93.03
2013년 03월 13일,92.52
2013년 03월 12일,92.54
2013년 03월 11일,92.06
2013년 03월 08일,91.95
2013년 03월 07일,91.56
2013년 03월 06일,90.43
2013년 03월 05일,90.82
2013년 03월 04일,90.12
2013년 03월 01일,90.68
2013년 02월 28일,92.05
2013년 02월 27일,92.76
2013년 02월 26일,92.63
2013년 02월 25일,93.11
2013년 02월 22일,93.13
2013년 02월 21일,92.84
2013년 02월 20일,94.46
2013년 02월 19일,96.66
2013년 02월 15일,95.86
2013년 02월 14일,97.31
2013년 02월 13일,97.01
2013년 02월 12일,97.51
2013년 02월 11일,97.03
2013년 02월 08일,95.72
2013년 02월 07일,95.83
2013년 02월 06일,96.62
2013년 02월 05일,96.64
2013년 02월 04일,96.17
2013년 02월 01일,97.77
2013년 01월 31일,97.49
2013년 01월 30일,97.94
2013년 01월 29일,97.57
2013년 01월 28일,96.44
2013년 01월 25일,95.88
2013년 01월 24일,95.95
2013년 01월 23일,95.23
2013년 01월 22일,96.24
2013년 01월 18일,95.56
2013년 01월 17일,95.49
2013년 01월 16일,94.24
2013년 01월 15일,93.28
2013년 01월 14일,94.14
2013년 01월 11일,93.56
2013년 01월 10일,93.82
2013년 01월 09일,93.1
2013년 01월 08일,93.15
2013년 01월 07일,93.19
2013년 01월 04일,93.09
2013년 01월 03일,92.92
2013년 01월 02일,93.12
2012년 12월 31일,91.82
2012년 12월 28일,90.8
2012년 12월 27일,90.87
2012년 12월 26일,90.98
2012년 12월 24일,88.61
2012년 12월 21일,88.66
2012년 12월 20일,90.13
2012년 12월 19일,89.51
2012년 12월 18일,87.93
2012년 12월 17일,87.2
2012년 12월 14일,86.73
2012년 12월 13일,85.89
2012년 12월 12일,86.77
2012년 12월 11일,85.79
2012년 12월 10일,85.56
2012년 12월 07일,85.93
2012년 12월 06일,86.26
2012년 12월 05일,87.88
2012년 12월 04일,88.5
2012년 12월 03일,89.09
2012년 11월 30일,88.91
2012년 11월 29일,88.07
2012년 11월 28일,86.49
2012년 11월 27일,87.18
2012년 11월 26일,87.74
2012년 11월 23일,88.28
2012년 11월 21일,87.38
2012년 11월 20일,86.75
2012년 11월 19일,89.28
2012년 11월 16일,86.67
2012년 11월 15일,85.45
2012년 11월 14일,86.32
2012년 11월 13일,85.38
2012년 11월 12일,85.57
2012년 11월 09일,86.07
2012년 11월 08일,85.09
2012년 11월 07일,84.44
2012년 11월 06일,88.71
2012년 11월 05일,85.65
2012년 11월 02일,84.86
2012년 11월 01일,87.09
2012년 10월 31일,86.24
2012년 10월 30일,85.68
2012년 10월 29일,85.54
2012년 10월 26일,86.28
2012년 10월 25일,86.05
2012년 10월 24일,85.73
2012년 10월 23일,86.67
2012년 10월 22일,88.73
2012년 10월 19일,90.05
2012년 10월 18일,92.1
2012년 10월 17일,92.12
2012년 10월 16일,92.09
2012년 10월 15일,91.85
2012년 10월 12일,91.86
2012년 10월 11일,92.07
2012년 10월 10일,91.25
2012년 10월 09일,92.39
2012년 10월 08일,89.33
2012년 10월 05일,89.88
2012년 10월 04일,91.71
2012년 10월 03일,88.14
2012년 10월 02일,91.89
2012년 10월 01일,92.48
2012년 09월 28일,92.19
2012년 09월 27일,91.85
2012년 09월 26일,89.98
2012년 09월 25일,91.37
2012년 09월 24일,91.93
2012년 09월 21일,92.89
2012년 09월 20일,91.87
2012년 09월 19일,91.98
2012년 09월 18일,95.29
2012년 09월 17일,96.62
2012년 09월 14일,99
2012년 09월 13일,98.31
2012년 09월 12일,97.01
2012년 09월 11일,97.17
2012년 09월 10일,96.54
2012년 09월 07일,96.42
2012년 09월 06일,95.53
2012년 09월 05일,95.36
2012년 09월 04일,95.3
2012년 08월 31일,96.47
2012년 08월 30일,94.62
2012년 08월 29일,95.49
2012년 08월 28일,96.33
2012년 08월 27일,95.47
2012년 08월 24일,96.15
2012년 08월 23일,96.27
2012년 08월 22일,97.26
2012년 08월 21일,96.68
2012년 08월 20일,95.97
2012년 08월 17일,96.01
2012년 08월 16일,95.6
2012년 08월 15일,94.33
2012년 08월 14일,93.43
2012년 08월 13일,92.73
2012년 08월 10일,92.87
2012년 08월 09일,93.36
2012년 08월 08일,93.35
2012년 08월 07일,93.67
2012년 08월 06일,92.2
2012년 08월 03일,91.4
2012년 08월 02일,87.13
2012년 08월 01일,88.91
2012년 07월 31일,88.06
2012년 07월 30일,89.78
2012년 07월 27일,90.13
2012년 07월 26일,89.39
2012년 07월 25일,88.97
2012년 07월 24일,88.5
2012년 07월 23일,88.14
2012년 07월 20일,91.44
2012년 07월 19일,92.66
2012년 07월 18일,89.87
2012년 07월 17일,89.22
2012년 07월 16일,88.43
2012년 07월 13일,87.1
2012년 07월 12일,86.08
2012년 07월 11일,85.81
2012년 07월 10일,83.91
2012년 07월 09일,85.99
2012년 07월 06일,84.45
2012년 07월 05일,87.22
2012년 07월 03일,87.66
2012년 07월 02일,83.75
2012년 06월 29일,84.96
2012년 06월 28일,77.69
2012년 06월 27일,80.21
2012년 06월 26일,79.36
2012년 06월 25일,79.21
2012년 06월 22일,79.76
2012년 06월 21일,78.2
2012년 06월 20일,81.8
2012년 06월 19일,84.03
2012년 06월 18일,83.27
2012년 06월 15일,84.03
2012년 06월 14일,83.91
2012년 06월 13일,82.62
2012년 06월 12일,83.32
2012년 06월 11일,82.7
2012년 06월 08일,84.1
2012년 06월 07일,84.82
2012년 06월 06일,85.02
2012년 06월 05일,84.29
2012년 06월 04일,83.98
2012년 06월 01일,83.23
2012년 05월 31일,86.53
2012년 05월 30일,87.82
2012년 05월 29일,90.76
2012년 05월 25일,90.86
2012년 05월 24일,90.66
2012년 05월 23일,89.9
2012년 05월 22일,91.66
2012년 05월 21일,92.57
2012년 05월 18일,91.48
2012년 05월 17일,92.56
2012년 05월 16일,92.81
2012년 05월 15일,93.98
2012년 05월 14일,94.78
2012년 05월 11일,96.13
2012년 05월 10일,97.08
2012년 05월 09일,96.81
2012년 05월 08일,97.01
2012년 05월 07일,97.94
2012년 05월 04일,98.49
2012년 05월 03일,102.54
2012년 05월 02일,105.22
2012년 05월 01일,106.16
2012년 04월 30일,104.87
2012년 04월 27일,104.93
2012년 04월 26일,104.55
2012년 04월 25일,104.12
2012년 04월 24일,103.55
2012년 04월 23일,103.11
2012년 04월 20일,103.05
2012년 04월 19일,102.27
2012년 04월 18일,102.67
2012년 04월 17일,104.2
2012년 04월 16일,102.93
2012년 04월 13일,102.83
2012년 04월 12일,103.64
2012년 04월 11일,102.7
2012년 04월 10일,101.02
2012년 04월 09일,102.46
2012년 04월 05일,103.31
2012년 04월 04일,101.47
2012년 04월 03일,104.01
2012년 04월 02일,105.23
2012년 03월 30일,103.02
2012년 03월 29일,102.78
2012년 03월 28일,105.41
2012년 03월 27일,107.33
2012년 03월 26일,107.03
2012년 03월 23일,106.87
2012년 03월 22일,105.35
2012년 03월 21일,107.27
2012년 03월 20일,105.61
2012년 03월 19일,108.09
2012년 03월 16일,107.06
2012년 03월 15일,105.11
2012년 03월 14일,105.43
2012년 03월 13일,106.71
2012년 03월 12일,106.34
2012년 03월 09일,107.4
2012년 03월 08일,106.58
2012년 03월 07일,106.16
2012년 03월 06일,104.7
2012년 03월 05일,106.72
2012년 03월 02일,106.7
2012년 03월 01일,108.84
2012년 02월 29일,107.07
2012년 02월 28일,106.55
2012년 02월 27일,108.56
2012년 02월 24일,109.77
2012년 02월 23일,107.83
2012년 02월 22일,106.28
2012년 02월 21일,105.84
2012년 02월 17일,103.24
2012년 02월 16일,102.31
2012년 02월 15일,101.8
2012년 02월 14일,100.74
2012년 02월 13일,100.91
2012년 02월 10일,98.67
2012년 02월 09일,99.84
2012년 02월 08일,98.71
2012년 02월 07일,98.41
2012년 02월 06일,96.91
2012년 02월 03일,97.84
2012년 02월 02일,96.36
2012년 02월 01일,97.61
2012년 01월 31일,98.48
2012년 01월 30일,98.78
2012년 01월 27일,99.56
2012년 01월 26일,99.7
2012년 01월 25일,99.4
2012년 01월 24일,98.95
2012년 01월 23일,99.58
2012년 01월 20일,98.46
2012년 01월 19일,100.39
2012년 01월 18일,100.59
2012년 01월 17일,100.71
2012년 01월 13일,98.7
2012년 01월 12일,99.1
2012년 01월 11일,100.87
2012년 01월 10일,102.24
2012년 01월 09일,101.31
2012년 01월 06일,101.56
2012년 01월 05일,101.81
2012년 01월 04일,103.22
2012년 01월 03일,102.96
2011년 12월 30일,98.83
2011년 12월 29일,99.65
2011년 12월 28일,99.36
2011년 12월 27일,101.34
2011년 12월 23일,99.68
2011년 12월 22일,99.53
2011년 12월 21일,98.67
2011년 12월 20일,97.22
2011년 12월 19일,93.88
2011년 12월 16일,93.53
2011년 12월 15일,93.87
2011년 12월 14일,94.95
2011년 12월 13일,100.14
2011년 12월 12일,97.77
2011년 12월 09일,99.41
2011년 12월 08일,98.34
2011년 12월 07일,100.49
2011년 12월 06일,101.28
2011년 12월 05일,100.99
2011년 12월 02일,100.96
2011년 12월 01일,100.2
2011년 11월 30일,100.36
2011년 11월 29일,99.79
2011년 11월 28일,98.21
2011년 11월 25일,96.77
2011년 11월 23일,96.17
2011년 11월 22일,98.01
2011년 11월 21일,96.92
2011년 11월 18일,97.41
2011년 11월 17일,98.82
2011년 11월 16일,102.59
2011년 11월 15일,99.37
2011년 11월 14일,98.14
2011년 11월 11일,98.99
2011년 11월 10일,97.78
2011년 11월 09일,95.74
2011년 11월 08일,96.8
2011년 11월 07일,95.52
2011년 11월 04일,94.26
2011년 11월 03일,94.07
2011년 11월 02일,92.51
2011년 11월 01일,92.19
2011년 10월 31일,93.19
2011년 10월 28일,93.32
2011년 10월 27일,93.96
2011년 10월 26일,90.2
2011년 10월 25일,93.17
2011년 10월 24일,91.27
2011년 10월 21일,87.4
2011년 10월 20일,85.3
2011년 10월 19일,86.11
2011년 10월 18일,88.34
2011년 10월 17일,86.38
2011년 10월 14일,86.8
2011년 10월 13일,84.23
2011년 10월 12일,85.57
2011년 10월 11일,85.81
2011년 10월 10일,85.41
2011년 10월 07일,82.98
2011년 10월 06일,82.59
2011년 10월 05일,79.68
2011년 10월 04일,75.67
2011년 10월 03일,77.61
2011년 09월 30일,79.2
2011년 09월 29일,82.14
2011년 09월 28일,81.21
2011년 09월 27일,84.45
2011년 09월 26일,80.24
2011년 09월 23일,79.85
2011년 09월 22일,80.51
2011년 09월 21일,85.92
2011년 09월 20일,86.89
2011년 09월 19일,85.7
2011년 09월 16일,87.96
2011년 09월 15일,89.4
2011년 09월 14일,88.91
2011년 09월 13일,90.21
2011년 09월 12일,88.19
2011년 09월 09일,87.24
2011년 09월 08일,89.05
2011년 09월 07일,89.34
2011년 09월 06일,86.02
2011년 09월 02일,86.45
2011년 09월 01일,88.93
2011년 08월 31일,88.81
2011년 08월 30일,88.9
2011년 08월 29일,87.27
2011년 08월 26일,85.37
2011년 08월 25일,85.3
2011년 08월 24일,85.16
2011년 08월 23일,85.44
2011년 08월 22일,84.12
2011년 08월 19일,82.26
2011년 08월 18일,82.38
2011년 08월 17일,87.58
2011년 08월 16일,86.65
2011년 08월 15일,87.88
2011년 08월 12일,85.38
2011년 08월 11일,85.72
2011년 08월 10일,82.89
2011년 08월 09일,79.3
2011년 08월 08일,81.31
2011년 08월 05일,86.88
2011년 08월 04일,86.63
2011년 08월 03일,91.93
2011년 08월 02일,93.79
2011년 08월 01일,94.89
2011년 07월 29일,95.7
2011년 07월 28일,97.44
2011년 07월 27일,97.4
2011년 07월 26일,99.59
2011년 07월 25일,99.2
2011년 07월 22일,99.87
2011년 07월 21일,99.13
2011년 07월 20일,98.14
2011년 07월 19일,97.5
2011년 07월 18일,95.93
2011년 07월 15일,97.24
2011년 07월 14일,95.69
2011년 07월 13일,98.05
2011년 07월 12일,97.43
2011년 07월 11일,95.15
2011년 07월 08일,96.2
2011년 07월 07일,98.67
2011년 07월 06일,96.65
2011년 07월 05일,96.89
2011년 07월 01일,94.94
2011년 06월 30일,95.42
2011년 06월 29일,94.77
2011년 06월 28일,92.89
2011년 06월 27일,90.61
2011년 06월 24일,91.16
2011년 06월 23일,91.02
2011년 06월 22일,95.41
2011년 06월 21일,93.4
2011년 06월 20일,93.26
2011년 06월 17일,93.01
2011년 06월 16일,94.95
2011년 06월 15일,94.81
2011년 06월 14일,99.37
2011년 06월 13일,97.3
2011년 06월 10일,99.29
2011년 06월 09일,101.93
2011년 06월 08일,100.74
2011년 06월 07일,99.09
2011년 06월 06일,99.01
2011년 06월 03일,100.22
2011년 06월 02일,100.4
2011년 06월 01일,100.29
2011년 05월 31일,102.7
2011년 05월 27일,100.59
2011년 05월 26일,100.23
2011년 05월 25일,101.32
2011년 05월 24일,99.59
2011년 05월 23일,97.7
2011년 05월 20일,99.49
2011년 05월 19일,98.44
2011년 05월 18일,100.1
2011년 05월 17일,96.91
2011년 05월 16일,97.37
2011년 05월 13일,99.65
2011년 05월 12일,98.97
2011년 05월 11일,98.21
2011년 05월 10일,103.88
2011년 05월 09일,102.55
2011년 05월 06일,97.18
2011년 05월 05일,99.8
2011년 05월 04일,109.24
2011년 05월 03일,111.05
2011년 05월 02일,113.52
2011년 04월 29일,113.93
2011년 04월 28일,112.86
2011년 04월 27일,112.76
2011년 04월 26일,112.21
2011년 04월 25일,112.28
2011년 04월 21일,112.29
2011년 04월 20일,111.45
2011년 04월 19일,108.15
2011년 04월 18일,107.12
2011년 04월 15일,109.66
2011년 04월 14일,108.11
2011년 04월 13일,107.11
2011년 04월 12일,106.25
2011년 04월 11일,109.92
2011년 04월 08일,112.79
2011년 04월 07일,110.3
2011년 04월 06일,108.83
2011년 04월 05일,108.34
2011년 04월 04일,108.47
2011년 04월 01일,107.94
2011년 03월 31일,106.72
2011년 03월 30일,104.27
2011년 03월 29일,104.79
2011년 03월 28일,103.98
2011년 03월 25일,105.4
2011년 03월 24일,105.6
2011년 03월 23일,105.75
2011년 03월 22일,104
2011년 03월 21일,102.33
2011년 03월 18일,101.07
2011년 03월 17일,101.42
2011년 03월 16일,97.98
2011년 03월 15일,97.18
2011년 03월 14일,101.19
2011년 03월 11일,101.16
2011년 03월 10일,102.7
2011년 03월 09일,104.38
2011년 03월 08일,105.02
2011년 03월 07일,105.44
2011년 03월 04일,104.42
2011년 03월 03일,101.91
2011년 03월 02일,102.23
2011년 03월 01일,99.63
2011년 02월 28일,96.97
2011년 02월 25일,97.88
2011년 02월 24일,97.28
2011년 02월 23일,98.1
2011년 02월 22일,93.57
2011년 02월 18일,86.2
2011년 02월 17일,86.36
2011년 02월 16일,84.99
2011년 02월 15일,84.32
2011년 02월 14일,84.81
2011년 02월 11일,85.58
2011년 02월 10일,86.73
2011년 02월 09일,86.71
2011년 02월 08일,86.94
2011년 02월 07일,87.48
2011년 02월 04일,89.03
2011년 02월 03일,90.54
2011년 02월 02일,90.86
2011년 02월 01일,90.77
2011년 01월 31일,92.19
2011년 01월 28일,89.34
2011년 01월 27일,85.64
2011년 01월 26일,87.33
2011년 01월 25일,86.19
2011년 01월 24일,87.87
2011년 01월 21일,89.11
2011년 01월 20일,88.86
2011년 01월 19일,90.86
2011년 01월 18일,91.38
2011년 01월 14일,91.54
2011년 01월 13일,91.4
2011년 01월 12일,91.86
2011년 01월 11일,91.11
2011년 01월 10일,89.25
2011년 01월 07일,88.03
2011년 01월 06일,88.38
2011년 01월 05일,90.3
2011년 01월 04일,89.38
2011년 01월 03일,91.55
2010년 12월 31일,91.38
2010년 12월 30일,89.84
2010년 12월 29일,91.12
2010년 12월 28일,91.49
2010년 12월 27일,91
2010년 12월 23일,91.51
2010년 12월 22일,90.48
2010년 12월 21일,89.82
2010년 12월 20일,88.81
2010년 12월 17일,88.02
2010년 12월 16일,87.7
2010년 12월 15일,88.62
2010년 12월 14일,88.28
2010년 12월 13일,88.61
2010년 12월 10일,87.79
2010년 12월 09일,88.37
2010년 12월 08일,88.28
2010년 12월 07일,88.69
2010년 12월 06일,89.38
2010년 12월 03일,89.19
2010년 12월 02일,88
2010년 12월 01일,86.75
2010년 11월 30일,84.11
2010년 11월 29일,85.73
2010년 11월 26일,83.76
2010년 11월 24일,83.86
2010년 11월 23일,81.25
2010년 11월 22일,81.74
2010년 11월 19일,81.51
2010년 11월 18일,81.85
2010년 11월 17일,80.44
2010년 11월 16일,82.34
2010년 11월 15일,84.86
2010년 11월 12일,84.88
2010년 11월 11일,87.81
2010년 11월 10일,87.81
2010년 11월 09일,86.72
2010년 11월 08일,87.06
2010년 11월 05일,86.85
2010년 11월 04일,86.49
2010년 11월 03일,84.69
2010년 11월 02일,83.9
2010년 11월 01일,82.95
2010년 10월 29일,81.43
